"Company","URL","Valuation ($B)","Date Joined","Country","City","Industry","Selected Investors"
"OutSystems","https://www.cbinsights.com/company/outsystem","$4.30","6/5/2018","United States","Boston","Enterprise Tech","KKR, ES Ventures, North Bridge Growth Equity"
"Sorare","https://www.cbinsights.com/company/sorare","$4.30","9/21/2021","France","Paris","Media & Entertainment","Benchmark, Accel, SoftBank Group"
"Zipline","https://www.cbinsights.com/company/romotive","$4.20","5/20/2019","United States","South San Francisco","Industrials","Sequoia Capital, Baillie Gifford & Co., Google Ventures"
"Relativity","https://www.cbinsights.com/company/relativity-space","$4.20","11/23/2020","United States","Inglewood","Industrials","Playground Global, Bond, Tribe Capital"
"Miaoshou Doctor","https://www.cbinsights.com/company/miaoshou-doctor","$4.25","6/27/2019","China","Beijing","Healthcare & Life Sciences","Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
"ThoughtSpot","https://www.cbinsights.com/company/thoughtspot","$4.20","5/8/2018","United States","Sunnyvale","Enterprise Tech","Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
"Globalization Partners","https://www.cbinsights.com/company/globalization-partners","$4.20","1/24/2022","United States","Boston","Enterprise Tech","Vista Equity Partners, Wincove, TDR Capital"
"dbt Labs","https://www.cbinsights.com/company/fishtown-analytics","$4.20","6/30/2021","United States","Philadelphia","Enterprise Tech","Andreessen Horowitz, Amplify Partners, Sequoia Capital"
"SSENSE","https://www.cbinsights.com/company/ssense","$4.15","6/8/2021","Canada","Montreal","Consumer & Retail","Sequoia Capital"
"Dataminr","https://www.cbinsights.com/company/dataminr","$4.10","6/4/2018","United States","New York","Enterprise Tech","Venrock, Institutional Venture Partners, Goldman Sachs"
"BitPanda","https://www.cbinsights.com/company/bitpanda","$4.11","3/16/2021","Austria","Vienna","Financial Services","Speedinvest, Valar Ventures, Uniqa Ventures"
"Weee!","https://www.cbinsights.com/company/weee","$4.10","3/16/2021","United States","Fremont","Consumer & Retail","Goodwater Capital, iFly, XVC Venture Capital"
"Skydance Media","https://www.cbinsights.com/company/skydance-media","$4","2/11/2020","United States","Santa Monica","Media & Entertainment","RedBird Capital Partners, CJ ENM, Tencent Holdings"
"The Brandtech Group","https://www.cbinsights.com/company/you-mr-jones","$4","11/19/2019","United States","New York","Enterprise Tech","Undisclosed"
"Houzz","https://www.cbinsights.com/company/houzz","$4","9/30/2014","United States","Palo Alto","Consumer & Retail","New Enterprise Associates, Sequoia Capital, Comcast Ventures"
"Yello Mobile","https://www.cbinsights.com/company/yello-mobile","$4","11/11/2014","South Korea","Seoul","Consumer & Retail","Formation 8"
"Inflection AI","https://www.cbinsights.com/company/inflection-ai","$4","5/13/2022","United States","Palo Alto","Enterprise Tech","Gates Frontier, Greylock Partners, Horizons Ventures"
"MEGVII","https://www.cbinsights.com/company/megvii","$4","10/31/2017","China","Beijing","Enterprise Tech","Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"
"Greensill","https://www.cbinsights.com/company/greensill","$4","7/16/2018","United Kingdom","London","Financial Services","SoftBank Group, General Atlantic"
"Impossible Foods","https://www.cbinsights.com/company/impossible-foods","$4","5/13/2019","United States","Redwood City","Consumer & Retail","Khosla Ventures, Horizons Ventures, Temasek Holdings"
"Radiology Partners","https://www.cbinsights.com/company/radiology-partners","$4","2/26/2018","United States","El Segundo","Healthcare & Life Sciences","New Enterprise Associates, Starr Investment Holdings"
"Next Insurance","https://www.cbinsights.com/company/next-insurance","$4","10/7/2019","United States","Palo Alto","Insurance","Zeev Ventures, Ribbit Capital, TLV Partners"
"PointClickCare","https://www.cbinsights.com/company/pointclickcare","$4","1/7/2021","Canada","Mississauga","Healthcare & Life Sciences","Dragoneer Investment Group, Hellman & Friedman, JMI Equity"
"Zapier","https://www.cbinsights.com/company/zapier","$4","1/14/2021","United States","Sunnyvale","Enterprise Tech","Sequoia Capital, Bessemer Venture Partners, Threshold Ventures"
"Clubhouse","https://www.cbinsights.com/company/clubhouse","$4","1/24/2021","United States","San Francisco","Media & Entertainment","Andreessen Horowitz, TQ Ventures"
"BrowserStack","https://www.cbinsights.com/company/browserstack","$4","6/16/2021","Ireland","Dublin","Enterprise Tech","Accel, Insight Partners, Bond Capital"
"Melio","https://www.cbinsights.com/company/melio","$4","1/25/2021","United States","New York","Financial Services","Accel, Aleph, American Express Ventures"
"Vuori","https://www.cbinsights.com/company/vuori","$4","10/13/2021","United States","Carlsbad","Consumer & Retail","SoftBank Group, Norwest Venture Partners"
"ClickUp","https://www.cbinsights.com/company/clickup","$4","12/15/2020","United States","San Diego","Enterprise Tech","Georgian Partners, Craft Ventures"
"Cerebras Systems","https://www.cbinsights.com/company/cerebras-systems","$4","11/14/2018","United States","Los Altos","Enterprise Tech","Benchmark, Foundation Capital, Sequoia Capital"
"Farmers Business Network","https://www.cbinsights.com/company/farmers-business-network","$4","8/3/2020","United States","San Carlos","Industrials","Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures"
"Branch","https://www.cbinsights.com/company/branch-metrics","$4","9/10/2018","United States","Redwood City","Enterprise Tech","New Enterprise Associates, Pear, Cowboy Ventures"
"Aurora Solar","https://www.cbinsights.com/company/aurora-solar","$4","5/24/2021","United States","San Francisco","Industrials","Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
"Webflow","https://www.cbinsights.com/company/webflow","$4","1/13/2021","United States","San Francisco","Enterprise Tech","Accel, Silversmith Capital Partners, capitalG"
"Yuga Labs","https://www.cbinsights.com/company/bored-ape-yacht-club","$4","3/22/2022","United States","Miami","Media & Entertainment","Andreessen Horowitz, Thrive Capital, Sound Ventures"
"Digit Insurance","https://www.cbinsights.com/company/digit-insurance","$4","1/15/2021","India","Bengaluru","Insurance","Fairfax Financial Holdings, A91 Partners, TVS Capital"
"Abnormal Security","https://www.cbinsights.com/company/abnormal-security","$4","5/10/2022","United States","San Francisco","Enterprise Tech","Greylock Partners, Insight Partners,Menlo Ventures"
"Medlinker","https://www.cbinsights.com/company/medlinker","$3.92","7/31/2018","China","Chengdu","Healthcare & Life Sciences","China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
"StockX","https://www.cbinsights.com/company/stockx","$3.80","6/26/2019","United States","Detroit","Consumer & Retail","Google Ventures, Battery Ventures, DST Global"
"MessageBird","https://www.cbinsights.com/company/messagebird","$3.80","10/8/2020","Netherlands","Amsterdam","Enterprise Tech","Y Combinator, Atomico, Accel"
"Articulate","https://www.cbinsights.com/company/articulate","$3.75","7/1/2021","United States","New York","Enterprise Tech","Blackstone, ICONIQ Growth, General Atlantic"
"Dutchie","https://www.cbinsights.com/company/dutchie","$3.75","3/16/2021","United States","Bend","Consumer & Retail","Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
"Cohesity","https://www.cbinsights.com/company/cohesity","$3.70","6/11/2018","United States","San Jose","Enterprise Tech","SoftBank Group, Sequoia Capital, Wing Venture Capital"
"Dataiku","https://www.cbinsights.com/company/dataiku","$3.70","12/4/2019","United States","New York","Enterprise Tech","Alven Capital, FirstMark Capital, capitalG"
"GOAT","https://www.cbinsights.com/company/grubwithus","$3.70","9/23/2020","United States","Culver City","Consumer & Retail","Upfront Ventures, Webb Investment Network, D1 Capital Partners"
"Noom","https://www.cbinsights.com/company/noom","$3.70","5/24/2021","United States","New York","Healthcare & Life Sciences","Qualcomm Ventures, Samsung Ventures, Silver Lake"
"Papaya Global","https://www.cbinsights.com/company/papaya-global","$3.70","3/4/2021","United States","New York","Enterprise Tech","Bessemer Venture Partners, Insight Partners, New Era Ventures"
"Abogen","https://www.cbinsights.com/company/abon","$3.70","11/29/2021","China","Suzhou","Healthcare & Life Sciences","Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"
"Harness","https://www.cbinsights.com/company/harness","$3.70","1/14/2021","United States","San Francisco","Enterprise Tech","Menlo Ventures, Alkeon Capital Management, Citi Ventures"
"Whatnot","https://www.cbinsights.com/company/whatnot","$3.70","9/16/2021","United States","Marina del Rey","Consumer & Retail","Y Combinator, Andreessen Horowitz, Wonder Ventures"
"o9 Solutions","https://www.cbinsights.com/company/o9-solutions","$3.7","4/28/2020","United States","Dallas","Enterprise Tech","KKR"
"Autograph","https://www.cbinsights.com/company/autograph-1","$3.66","1/20/2022","United States","Santa Monica","Media & Entertainment","01 Advisors. Kleiner Perkins Caufield & Byers. Andreessen Horowitz"
"Relativity","https://www.cbinsights.com/company/kcura-corporation","$3.60","3/18/2021","United States","Chicago","Enterprise Tech","Silver Lake, ICONIQ Capital"
"Whoop","https://www.cbinsights.com/company/bobo-analytics","$3.60","10/28/2020","United States","Boston","Healthcare & Life Sciences","NextView Ventures, Promus Ventures, Two Sigma Ventures"
"Course Hero","https://www.cbinsights.com/company/course-hero","$3.60","2/12/2020","United States","Redwood City","Consumer & Retail","NewView Capital, Maveron, Ridge Ventures"
"SpotOn","https://www.cbinsights.com/company/spoton","$3.60","5/26/2021","United States","San Francisco","Financial Services","Dragoneer Investment Group, DST Global, Franklin Templeton"
"Otto Bock HealthCare","https://www.cbinsights.com/company/otto-bock","$3.52","6/24/2017","Germany","Duderstadt","Healthcare & Life Sciences","EQT Partners"
"Indigo Ag","https://www.cbinsights.com/company/symbiota","$3.50","9/26/2017","United States","Boston","Industrials","Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
"eToro","https://www.cbinsights.com/company/etoro","$3.50","3/21/2023","United Kingdom","London","Financial Services","BRM Group, Spark Capital, Social Leverage"
"HyalRoute","https://www.cbinsights.com/company/hyalroute","$3.50","5/26/2020","Singapore","","Industrials","Kuang-Chi"
"Rec Room","https://www.cbinsights.com/company/against-gravity-corp","$3.50","3/23/2021","United States","Seattle","Media & Entertainment","First Round Capital, Sequoia Capital, Index Ventures"
"Mirakl","https://www.cbinsights.com/company/mirakl","$3.50","9/22/2020","France","Paris","Consumer & Retail","Elaia Partners, 83North, Felix Capital"
"Tekion","https://www.cbinsights.com/company/tekio","$3.50","10/21/2020","United States","San Ramon","Industrials","Airbus Ventures, Index Ventures, Advent International"
"GoStudent","https://www.cbinsights.com/company/gostudent","$3.50","6/22/2021","Austria","Vienna","Consumer & Retail","DN Capital, Left Lane Capital, Coatue Management"
"Highspot","https://www.cbinsights.com/company/highspot","$3.50","2/22/2021","United States","Seattle","Enterprise Tech","Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
"Handshake","https://www.cbinsights.com/company/handshake","$3.50","5/12/2021","United States","San Francisco","Enterprise Tech","Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
"ChargeBee Technologies","https://www.cbinsights.com/company/chargebee","$3.50","4/20/2021","United States","San Francisco","Financial Services","Insight Partners, Tiger Global Management, Accel"
"Flock Safety","https://www.cbinsights.com/company/flock2","$3.50","7/13/2021","United States","Atlanta","Consumer & Retail","Matrix Partners, Initialized Capital, Tiger Global Management"
"Helion Energy","https://www.cbinsights.com/company/helion-energy","$3.50","11/5/2021","United States","Redmond","Industrials","Mithril Capital Management, Y Combinator, Capricorn Investment Group"
"Acronis","https://www.cbinsights.com/company/acronis","$3.50","9/18/2019","Switzerland","Schaffhausen","Enterprise Tech","Goldman Sachs, VebVentures, Insight Partners"
"Unacademy","https://www.cbinsights.com/company/unacademy","$3.44","9/2/2020","India","Bengaluru","Consumer & Retail","Blume Ventures, Nexus Venture Partners, Sequoia Capital India"
"Odoo","https://www.cbinsights.com/company/openerp","$3.43","7/29/2021","Belgium","Louvain-la-Neuve","Enterprise Tech","Summit Partners, Noshaq, Sofinnova Partners"
"MoonPay","https://www.cbinsights.com/company/moonpay","$3.40","11/22/2021","United States","Miami","Financial Services","New Enterprise Associates, Coatue Management, Tiger Global Management"
"Upstox","https://www.cbinsights.com/company/rksv","$3.40","11/29/2021","India","Mumbai","Financial Services","Tiger Global Management, Kalaari Capital"
"Improbable","https://www.cbinsights.com/company/improbable","$3.36","5/11/2017","United Kingdom","London","Media & Entertainment","Andreessen Horowitz, SoftBank Group, Temasek Holdings"
"Youxia Motors","https://www.cbinsights.com/company/youxia","$3.35","4/2/2018","China","Shanghai","Industrials","China Environmental Protection Industry, China Fortune Ocean"
"OwnBackup","https://www.cbinsights.com/company/ownbackup","$3.35","1/28/2021","United States","Englewood Cliffs","Enterprise Tech","Insight Partners, Salesforce Ventures, Vertex Ventures"
"Starburst","https://www.cbinsights.com/company/starburst","$3.35","1/6/2021","United States","Boston","Enterprise Tech","Index Ventures, Coatue Management, Andreessen Horowitz"
"Sila","https://www.cbinsights.com/company/sila-nanotechnologies","$3.30","4/16/2019","United States","Alameda","Industrials","Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners"
